"ejercicio_presupuestario","Trimestre","finalidad_id","finalidad_desc","funcion_id","funcion_desc","jurisdiccion_id","jurisdiccion_desc","subjurisdiccion_id","subjurisdiccion_desc","servicio_id","servicio_desc","programa_id","programa_desc","subprograma_id","subprograma_desc",tipo_medicion,"medicion_fisica_id","medicion_fisica_desc","unidad_medida_id","unidad_medida_desc","totalizador_avance_fisico","programacion_inicial","programacion_inicial_ajustada","ejecutado_vigente_trim4","ejecutado_acumulado_trim4","causa_desvio","causa_desvio_detalle","ultima_actualizacion_fecha"
2019,4,3,"SERVICIOS SOCIALES",2,"Promoción y Asistencia Social",85,"Ministerio de Salud y Desarrollo Social",1,"Ministerio de Salud y Desarrollo Social",341,"Secretaría Nacional de Niñez, Adolescencia y Familia",47,"Promoción y Asistencia a Espacios de Primera Infancia",0,"Promoción y Asistencia a Espacios de Primera Infancia","Meta",2255,"Capacitación y Asistencia Técnica a Espacios de Primera Infancia",1156,"Taller Realizado","Suma",320,4.047,0,2.107,"Otras Causas","Si bien a partir de los meses de abril y mayo se inició la distribución y capacitación de los cuadernillos de la Caja de herramientas en los EPI, entre fines de junio y comienzos de julio se realizó un operativo para el armado de cajas con este material más libros de lectura, que llegarán a los EPI durante julio y agosto. Por cuestiones de planificación y logística, este operativo debió llevarse a cabo en esta fecha y no antes.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",2,"Promoción y Asistencia Social",85,"Ministerio de Salud y Desarrollo Social",1,"Ministerio de Salud y Desarrollo Social",341,"Secretaría Nacional de Niñez, Adolescencia y Familia",47,"Promoción y Asistencia a Espacios de Primera Infancia",0,"Promoción y Asistencia a Espacios de Primera Infancia","Meta",2681,"Fortalecimiento de Espacios de Primera Infancia",89,"Persona Capacitada","Promedio",38.500,121.000,0,113.005,"Insuficiencia de Cuota de Compromiso y Devengado","pendientes de ejecucion",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",2,"Promoción y Asistencia Social",85,"Ministerio de Salud y Desarrollo Social",1,"Ministerio de Salud y Desarrollo Social",341,"Secretaría Nacional de Niñez, Adolescencia y Familia",47,"Promoción y Asistencia a Espacios de Primera Infancia",0,"Promoción y Asistencia a Espacios de Primera Infancia","Meta",2681,"Fortalecimiento de Espacios de Primera Infancia",694,"Organización Asistida","Promedio",900,380,0,1.284,"Otras Causas","error material al consignar la programacion anual. Programacion anual correcta 1850 Org. Asistida promedio mensual.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",2,"Promoción y Asistencia Social",85,"Ministerio de Salud y Desarrollo Social",1,"Ministerio de Salud y Desarrollo Social",341,"Secretaría Nacional de Niñez, Adolescencia y Familia",47,"Promoción y Asistencia a Espacios de Primera Infancia",0,"Promoción y Asistencia a Espacios de Primera Infancia","Meta",3405,"Fortalecimiento de Centros de Prevención de la Desnutrición Infantil",536,"Persona Asistida","Promedio",2.835,5.600,0,6.063,"Otras Causas","mayor demanda",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",2,"Promoción y Asistencia Social",85,"Ministerio de Salud y Desarrollo Social",1,"Ministerio de Salud y Desarrollo Social",341,"Secretaría Nacional de Niñez, Adolescencia y Familia",47,"Promoción y Asistencia a Espacios de Primera Infancia",0,"Promoción y Asistencia a Espacios de Primera Infancia","Meta",3405,"Fortalecimiento de Centros de Prevención de la Desnutrición Infantil",694,"Organización Asistida","Promedio",40,79,0,79,"Sin causa de desvío","",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",20,"Presidencia de la Nación",0,"Presidencia de la Nación",107,"Administración de Parques Nacionales",18,"Atención a Pasividades de Guardaparques",0,"Atención a Pasividades de Guardaparques","Meta",72,"Atención de Pensiones",53,"Pensionado","Promedio",43,43,34,34,"Otras Causas","Las variables no pueden ser controladas por la APN, ya que ambos casos responden a hechos puramente aleatorios.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",20,"Presidencia de la Nación",0,"Presidencia de la Nación",107,"Administración de Parques Nacionales",18,"Atención a Pasividades de Guardaparques",0,"Atención a Pasividades de Guardaparques","Meta",231,"Atención de Retiros",52,"Retirado","Promedio",204,204,178,171,"Otras Causas","Las variables no pueden ser controladas por la APN, ya que ambos casos responden a hechos puramente aleatorios.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",20,"Presidencia de la Nación",0,"Presidencia de la Nación",917,"Agencia Nacional de Discapacidad",23,"Pensiones no Contributivas por Invalidez Laborativa",0,"Pensiones no Contributivas por Invalidez Laborativa","Meta",986,"Atención de Pensiones por Invalidez Laborativa",53,"Pensionado","Promedio",1.032.926,1.032.926,0,1.036.433,"Otras Causas","El desvío obedece la cantidad de pensiones otorgadas.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",40,"Ministerio de Justicia y Derechos Humanos",2,"Servicio Penitenciario Federal",331,"Servicio Penitenciario Federal",17,"Pagos a Retirados y Pensionados",0,"Pagos a Retirados y Pensionados","Meta",72,"Atención de Pensiones",53,"Pensionado","Promedio",4.110,4.110,4.013,3.940,"Otras Causas","La ejecución de la meta fue inferior a lo programado. Causa desvío: Disminución del número de beneficiarios con derecho a pensión, ante el fallecimiento del titular retirado.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",40,"Ministerio de Justicia y Derechos Humanos",2,"Servicio Penitenciario Federal",331,"Servicio Penitenciario Federal",17,"Pagos a Retirados y Pensionados",0,"Pagos a Retirados y Pensionados","Meta",231,"Atención de Retiros",52,"Retirado","Promedio",8.798,8.798,8.463,8.517,"Otras Causas","La ejecución de la meta fue inferior a lo programado. Causa desvío: disminución de agentes que han optado por el retiro voluntario en el trimestre.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",41,"Ministerio de Seguridad",0,"Ministerio de Seguridad",250,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina",18,"Administración de Beneficios Previsionales Policía Federal, Policía de Seguridad Aeroportuaria y otros",0,"Administración de Beneficios Previsionales Policía Federal, Policía de Seguridad Aeroportuaria y otros","Meta",71,"Atención de Jubilaciones",5,"Jubilado","Promedio",11.099,11.099,10.778,10.786,"Otras Causas","MENOR CANTIDAD DE LAS CAPITAS PREVISTAS",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",41,"Ministerio de Seguridad",0,"Ministerio de Seguridad",250,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina",18,"Administración de Beneficios Previsionales Policía Federal, Policía de Seguridad Aeroportuaria y otros",0,"Administración de Beneficios Previsionales Policía Federal, Policía de Seguridad Aeroportuaria y otros","Meta",72,"Atención de Pensiones",53,"Pensionado","Promedio",18.156,18.156,18.024,17.974,"Otras Causas","MENOR CANTIDAD DE LAS CAPITAS PREVISTAS",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",41,"Ministerio de Seguridad",0,"Ministerio de Seguridad",250,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina",18,"Administración de Beneficios Previsionales Policía Federal, Policía de Seguridad Aeroportuaria y otros",0,"Administración de Beneficios Previsionales Policía Federal, Policía de Seguridad Aeroportuaria y otros","Meta",231,"Atención de Retiros",52,"Retirado","Promedio",28.595,28.595,28.912,28.640,"Otras Causas","MENOR CANTIDAD DE LAS CAPITAS PREVISTAS",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",41,"Ministerio de Seguridad",0,"Ministerio de Seguridad",250,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina",19,"Administración de Beneficios Previsionales Gendarmería Nacional",0,"Administración de Beneficios Previsionales Gendarmería Nacional","Meta",72,"Atención de Pensiones",53,"Pensionado","Promedio",7.394,7.120,6.775,6.802,"Otras Causas","MENOR CANTIDAD DE LAS CAPITAS PREVISTAS",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",41,"Ministerio de Seguridad",0,"Ministerio de Seguridad",250,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina",19,"Administración de Beneficios Previsionales Gendarmería Nacional",0,"Administración de Beneficios Previsionales Gendarmería Nacional","Meta",231,"Atención de Retiros",52,"Retirado","Promedio",9.026,10.141,9.796,9.757,"Otras Causas","MENOR CANTIDAD DE LAS CAPITAS PREVISTAS",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",41,"Ministerio de Seguridad",0,"Ministerio de Seguridad",250,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina",20,"Administración de Beneficios Previsionales Prefectura Naval Argentina",0,"Administración de Beneficios Previsionales Prefectura Naval Argentina","Meta",71,"Atención de Jubilaciones",5,"Jubilado","Promedio",185,0,0,0,"Sin causa de desvío","",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",41,"Ministerio de Seguridad",0,"Ministerio de Seguridad",250,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina",20,"Administración de Beneficios Previsionales Prefectura Naval Argentina",0,"Administración de Beneficios Previsionales Prefectura Naval Argentina","Meta",72,"Atención de Pensiones",53,"Pensionado","Promedio",5.720,5.597,5.456,5.420,"Otras Causas","MENOR CANTIDAD DE LAS CAPITAS PREVISTAS",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",41,"Ministerio de Seguridad",0,"Ministerio de Seguridad",250,"Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal Argentina",20,"Administración de Beneficios Previsionales Prefectura Naval Argentina",0,"Administración de Beneficios Previsionales Prefectura Naval Argentina","Meta",231,"Atención de Retiros",52,"Retirado","Promedio",8.175,8.491,8.572,8.408,"Otras Causas","MENOR CANTIDAD DE LAS CAPITAS PREVISTAS",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",45,"Ministerio de Defensa",0,"Ministerio de Defensa",470,"Instituto de Ayuda Financiera para Pago de Retiros y Pensiones Militares",16,"Prestaciones de Previsión Social",0,"Prestaciones de Previsión Social","Meta",72,"Atención de Pensiones",53,"Pensionado","Promedio",31.338,31.338,30.643,30.846,"Otras Causas","Desvíos por variación poblacional de beneficiarios - En el rango aceptable.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",45,"Ministerio de Defensa",0,"Ministerio de Defensa",470,"Instituto de Ayuda Financiera para Pago de Retiros y Pensiones Militares",16,"Prestaciones de Previsión Social",0,"Prestaciones de Previsión Social","Meta",231,"Atención de Retiros",52,"Retirado","Promedio",51.201,51.201,52.004,51.779,"Otras Causas","Desvíos por variación poblacional de beneficiarios - En el rango aceptable.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",1,"Actividades Centrales",0,"Actividades Centrales","Avance Financiero",1,"Avance Financiero de Proyecto",887,"Pesos","Suma",8.015.482,0,0,0,"Sin causa de desvío","",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",1,"Actividades Centrales",0,"Actividades Centrales","Avance Fisico",1,"Avance Físico de Proyecto",506,"% de Avance Físico","Suma",18,17,0,18,"Atraso Corregible","Información otorgada por el área tecnica.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",1,"Actividades Centrales",0,"Actividades Centrales","Avance Fisico",1,"Avance Físico de Proyecto",506,"% de Avance Físico","Suma",22,61,0,45,"Atraso no corregible","Información otorgada por el área tecnica.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",1,"Actividades Centrales",0,"Actividades Centrales","Avance Fisico",1,"Avance Físico de Proyecto",506,"% de Avance Físico","Suma",18,15,0,18,"La Mejora es Temporal","Información otorgada por el área tecnica.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",1,"Actividades Centrales",0,"Actividades Centrales","Avance Fisico",1,"Avance Físico de Proyecto",506,"% de Avance Físico","Suma",18,16,0,33,"La Mejora se Mantendrá","Información otorgada por el área tecnica.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",1,"Actividades Centrales",0,"Actividades Centrales","Avance Fisico",1,"Avance Físico de Proyecto",506,"% de Avance Físico","Suma",18,0,0,0,"Sin causa de desvío","",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",1,"Actividades Centrales",1,"Desarrollo de Infraestructura","Avance Financiero",1,"Avance Financiero de Proyecto",887,"Pesos","Suma",6.334.505,0,0,0,"Sin causa de desvío","",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",1,"Actividades Centrales",1,"Desarrollo de Infraestructura","Avance Fisico",1,"Avance Físico de Proyecto",506,"% de Avance Físico","Suma",100,42,0,0,"Atraso no corregible","Información otorgada por el área tecnica.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",1,"Actividades Centrales",1,"Desarrollo de Infraestructura","Avance Fisico",1,"Avance Físico de Proyecto",506,"% de Avance Físico","Suma",28,35,0,0,"Dificultades Institucionales Legales en Procesos de Ejecución","Información otorgada por el área tecnica.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",1,"Actividades Centrales",1,"Desarrollo de Infraestructura","Avance Fisico",1,"Avance Físico de Proyecto",506,"% de Avance Físico","Suma",28,35,0,35,"La Mejora se Mantendrá","Información otorgada por el área tecnica.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",1,"Actividades Centrales",1,"Desarrollo de Infraestructura","Avance Fisico",1,"Avance Físico de Proyecto",506,"% de Avance Físico","Suma",13,0,0,0,"Sin causa de desvío","",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",16,"Prestaciones Previsionales",1,"Prestaciones Previsionales del Régimen de Reparto","Meta",71,"Atención de Jubilaciones",5,"Jubilado","Promedio",1.681.914,1.731.437,1.717.557,1.716.776,"Otras Causas","Desvío no significativo.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",16,"Prestaciones Previsionales",1,"Prestaciones Previsionales del Régimen de Reparto","Meta",72,"Atención de Pensiones",53,"Pensionado","Promedio",1.393.361,1.388.234,1.390.126,1.389.106,"Otras Causas","Desvío no significativo.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",16,"Prestaciones Previsionales",3,"Prestaciones Previsionales por Moratoria Previsional","Meta",71,"Atención de Jubilaciones",5,"Jubilado","Promedio",3.519.776,3.336.089,3.365.445,3.362.741,"Otras Causas","Desvío no significativo.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",16,"Prestaciones Previsionales",3,"Prestaciones Previsionales por Moratoria Previsional","Meta",72,"Atención de Pensiones",53,"Pensionado","Promedio",212.377,208.277,207.542,206.459,"Otras Causas","Desvío no significativo.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",17,"Complementos a las Prestaciones Previsionales",0,"Complementos a las Prestaciones Previsionales","Meta",1954,"Atención Subsidio de Contención Familiar",183,"Beneficio","Suma",184.393,188.696,54.064,187.072,"Otras Causas","Se observa una ejecución inferior a las metas programadas oportunamente, debido a factores que resultaron imponderables al momento de realizar la programación del trimestre.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",17,"Complementos a las Prestaciones Previsionales",0,"Complementos a las Prestaciones Previsionales","Meta",2101,"Atención Subsidios Tarifas",183,"Beneficio","Promedio",63.494,63.691,61.995,64.266,"Otras Causas","Desvío no significativo.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",18,"Seguro de Desempleo",0,"Seguro de Desempleo","Meta",76,"Atención de Seguros de Desempleo",129,"Beneficiario","Promedio",98.124,114.545,116.117,116.638,"Otras Causas","Desvío no significativo.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",1,"Asignaciones Familiares Activos","Meta",1155,"Asignación por Adopción",183,"Beneficio","Suma",342,353,73,286,"Otras Causas","Ver nota anexa y notas DGP Nº 25/19, Nº 57/19, y Nº 73/19.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",1,"Asignaciones Familiares Activos","Meta",1156,"Asignación por Hijo",129,"Beneficiario","Promedio",3.765.142,3.731.519,3.721.534,3.627.907,"Otras Causas","Desvío no significativo.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",1,"Asignaciones Familiares Activos","Meta",1157,"Asignación por Hijo Discapacitado",129,"Beneficiario","Promedio",109.079,111.758,121.727,115.956,"Otras Causas","Desvío no significativo.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",1,"Asignaciones Familiares Activos","Meta",1158,"Asignación por Maternidad",129,"Beneficiario","Suma",79.497,77.819,17.347,73.889,"Otras Causas","Se observa una ejecución inferior a las metas programadas oportunamente, debido a factores que resultaron imponderables al momento de realizar la programación del trimestre.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",1,"Asignaciones Familiares Activos","Meta",1159,"Asignación por Matrimonio",183,"Beneficio","Suma",32.356,32.215,6.192,27.849,"Otras Causas","Ver nota anexa y notas DGP Nº 25/19, Nº 57/19, y Nº 73/19.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",1,"Asignaciones Familiares Activos","Meta",1160,"Asignación por Nacimiento",183,"Beneficio","Suma",119.269,113.174,24.377,95.244,"Otras Causas","Ver nota anexa y notas DGP Nº 25/19, Nº 57/19, y Nº 73/19.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",1,"Asignaciones Familiares Activos","Meta",1161,"Asignación Prenatal",129,"Beneficiario","Promedio",68.120,58.646,50.438,51.408,"Otras Causas","Ver nota anexa y notas DGP Nº 25/19, Nº 57/19, y Nº 73/19.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",1,"Asignaciones Familiares Activos","Meta",1399,"Ayuda Escolar Anual",129,"Beneficiario","Suma",3.151.904,3.436.841,0,3.147.093,"Otras Causas","Se observa una ejecución superior a las metas programadas oportunamente, debido a factores que resultaron imponderables al momento de realizar la programación del trimestre.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",2,"Asignaciones Familiares Pasivos","Meta",1156,"Asignación por Hijo",129,"Beneficiario","Promedio",218.420,214.376,191.075,206.526,"Otras Causas","Se observa una ejecución inferior a las metas programadas oportunamente, debido a factores que resultaron imponderables al momento de realizar la programación del trimestre.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",2,"Asignaciones Familiares Pasivos","Meta",1157,"Asignación por Hijo Discapacitado",129,"Beneficiario","Promedio",112.576,116.324,113.847,113.659,"Otras Causas","Desvío no significativo.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",2,"Asignaciones Familiares Pasivos","Meta",1399,"Ayuda Escolar Anual",129,"Beneficiario","Suma",212.529,208.594,294,215.614,"Otras Causas","Se observa una ejecución inferior a las metas programadas oportunamente, debido a factores que resultaron imponderables al momento de realizar la programación del trimestre.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",2,"Asignaciones Familiares Pasivos","Meta",1608,"Asignación por Cónyuge",129,"Beneficiario","Promedio",810.159,809.888,789.010,727.553,"Otras Causas","Ver nota anexa y notas DGP Nº 25/19, Nº 57/19, y Nº 73/19.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",3,"Asignación Universal para Protección Social (PPG)","Meta",1399,"Ayuda Escolar Anual",129,"Beneficiario","Suma",3.207.393,3.179.625,942,2.956.308,"Otras Causas","Se observa una ejecución superior a las metas programadas oportunamente, debido a factores que resultaron imponderables al momento de realizar la programación del trimestre.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",3,"Asignación Universal para Protección Social (PPG)","Meta",2345,"Asignación Universal por Hijo",129,"Beneficiario","Promedio",4.008.238,4.012.195,4.145.522,4.044.397,"Otras Causas","Desvío no significativo.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",3,"Asignación Universal para Protección Social (PPG)","Meta",2628,"Asignación por Embarazo",129,"Beneficiario","Promedio",160.330,169.138,152.819,157.368,"Otras Causas","Desvío no significativo.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",4,"Asignaciones Familiares Sector Público Nacional","Meta",1156,"Asignación por Hijo",129,"Beneficiario","Promedio",218.228,208.372,159.244,166.847,"Otras Causas","Ver nota anexa y notas DGP Nº 25/19, Nº 57/19, y Nº 73/19.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",4,"Asignaciones Familiares Sector Público Nacional","Meta",1157,"Asignación por Hijo Discapacitado",129,"Beneficiario","Promedio",10.541,10.417,9.361,9.989,"Otras Causas","Se observa una ejecución inferior a las metas programadas oportunamente, debido a factores que resultaron imponderables al momento de realizar la programación del trimestre.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",4,"Asignaciones Familiares Sector Público Nacional","Meta",1158,"Asignación por Maternidad",129,"Beneficiario","Suma",8.320,8.669,2.012,8.270,"Otras Causas","Desvío no significativo.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",4,"Asignaciones Familiares Sector Público Nacional","Meta",1161,"Asignación Prenatal",129,"Beneficiario","Promedio",5.277,5.085,4.085,4.156,"Otras Causas","Ver nota anexa y notas DGP Nº 25/19, Nº 57/19, y Nº 73/19.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",3,"Seguridad Social",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",850,"Administración Nacional de la Seguridad Social",19,"Asignaciones Familiares",4,"Asignaciones Familiares Sector Público Nacional","Meta",1399,"Ayuda Escolar Anual",129,"Beneficiario","Suma",224.005,201.949,0,160.060,"Otras Causas","Ver nota anexa y notas DGP Nº 25/19, Nº 57/19, y Nº 73/19.",28 ene 20
